430 S BYRON STREET HOMER MICHIGAN,42.1412783,-84.7997252
25560 m-60 hwy HOMER MICHIGAN,42.1505757,-84.7920767
254 REYNOLDS ROAD SPRINGFIELD MICHIGAN,42.3141899,-85.21578869999999
463 NORTH 25TH STREET SPRINGFIELD MICHIGAN,42.3262039,-85.2257432
463 NORTH 25TH STREET SPRINGFIELD MICHIGAN,42.3262039,-85.2257432
221 KIRKWOOD AVENUE SPRINGFIELD MICHIGAN,42.3130464,-85.2282333
1145 HARMONIA ROAD LOT#30 SPRINGFIELD MICHIGAN,42.3325877,-85.24566879999999
2229 19 1/2 MILE RD TEKONSHA MICHIGAN,42.10709809999999,-84.9102822
1169 MARSHALL ROAD TEKONSHA MICHIGAN,42.0495106,-85.00115679999999
300 TURTLE LAKE ROAD UNION CITY MICHIGAN,42.1142944,-85.1235525
536 10 1/2 MILE ROAD UNION CITY MICHIGAN,42.0803527,-85.09863380000002
19866 CHAIN LAKE ST CASSOPOLIS MICHIGAN,41.8613158,-85.9508862
20151 BULHAND ROAD CASSOPOLIS MICHIGAN,41.8323763,-85.9830075
19124 NORTHROP STREET CASSOPOLIS MICHIGAN,41.86822739999999,-85.9365139
65668 BRICK CHURCH ROAD CASSOPOLIS MICHIGAN,41.8444783,-86.006061
127 N OKEEFE STREET CASSOPOLIS MICHIGAN,41.912991,-86.0103123
19622 Calvin Hill St CASSOPOLIS MICHIGAN,41.8325113,-85.94525530000001
24218 MAIN W ST DOWAGIAC MICHIGAN,42.0553553,-86.0351898
54018 M 51 N DOWAGIAC MICHIGAN,42.01314379999999,-86.10749369999999
25259 70TH STREET DOWAGIAC MICHIGAN,42.028419,-86.05486549999999
62296 ANDERSON ROAD DOWAGIAC MICHIGAN,41.8941767,-86.12732820000001
305 WOODEN AVENUE DOWAGIAC MICHIGAN,41.9860447,-86.1229814
210 SOUTH PAUL STREET DOWAGIAC MICHIGAN,41.98193819999999,-86.1222966
520 MAIN STREET DOWAGIAC MICHIGAN,41.9844471,-86.1149057
206 THIRD AVENUE DOWAGIAC MICHIGAN,41.9742977,-86.10916429999999
52698 LINDBERG DRIVE DOWAGIAC MICHIGAN,42.03100999999999,-86.0530686
N 509 1/2 FRONT STREET DOWAGIAC MICHIGAN,41.9904457,-86.10799879999999
318 E Division STREET DOWAGIAC MICHIGAN,41.9835181,-86.1032139
420 E Railroad STREET DOWAGIAC MICHIGAN,41.989619,-86.09964959999999
26939 Corwin DOWAGIAC MICHIGAN,42.0631682,-86.084828
19311 US 12 LOT 38 EDWARDSBURG MICHIGAN,41.7688717,-85.941537
68782 CLAIRE STREET EDWARDSBURG MICHIGAN,41.7996637,-86.0925437
17476 STARBRICK STREET EDWARDSBURG MICHIGAN,41.7812338,-85.9061851
69369 CASSOPOLIS ROAD EDWARDSBURG MICHIGAN,41.7929479,-85.9735003
27532 MAY STREET EDWARDSBURG MICHIGAN,41.7823809,-86.0987816
26967 US 12 EDWARDSBURG MICHIGAN,41.797292,-86.0874247
10838 BORN ST JONES MICHIGAN,41.9256383,-85.777008
14251 EAST CHAPEL HILL STREET JONES MICHIGAN,41.8092848,-85.84301909999999
10425 WOLFE STREET MARCELLUS MICHIGAN,42.0412364,-85.76923479999999
55234 DAY RD MARCELLUS MICHIGAN,41.99461489999999,-85.7418711
393 EAST MAIN STREET MARCELLUS MICHIGAN,42.0272347,-85.8084858
50346 SHELDON CREEK ROAD MARCELLUS MICHIGAN,42.0639312,-85.78006230000001
13784 WATERSTRADT STREET MARCELLUS MICHIGAN,41.998073,-85.8342985
16924 FINCH ROAD MARCELLUS MICHIGAN,42.0441316,-85.8863626
19175 CHURCH STREET MARCELLUS MICHIGAN,42.0123572,-85.93802110000001
2658 ALANE COURT NILES MICHIGAN,41.85804539999999,-86.1800253
61001 INDIAN LAKE ROAD NILES MICHIGAN,41.9130689,-86.20717499999999
29112 FOLLMER STREET NILES MICHIGAN,41.7968641,-86.1376386
69611 SUNSET BOULEVARD 1 UNION MICHIGAN,41.78898299999999,-85.8237645
69728 UNION STREET UNION MICHIGAN,41.7837352,-85.8674671
